2017-07-27 18:51:04,923 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742205_1381, duration(ns): 311877251
2017-07-27 18:51:23,687 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742268_1444, duration(ns): 289226742
2017-07-27 18:51:23,985 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742269_1445, duration(ns): 292083876
2017-07-27 18:51:24,282 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742270_1446, duration(ns): 291284199
2017-07-27 18:51:24,574 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742271_1447, duration(ns): 285781414
2017-07-27 18:51:24,876 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742272_1448, duration(ns): 295638952
2017-07-27 18:51:25,174 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742273_1449, duration(ns): 291250145
2017-07-27 18:51:25,469 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742274_1450, duration(ns): 289034940
2017-07-27 18:51:25,761 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742275_1451, duration(ns): 280909117
2017-07-27 18:51:26,062 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742276_1452, duration(ns): 294336058
2017-07-27 18:51:26,381 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742277_1453, duration(ns): 311827972
2017-07-27 18:51:26,709 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742278_1454, duration(ns): 321566685
2017-07-27 18:51:27,029 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742279_1455, duration(ns): 312501052
2017-07-27 18:51:27,334 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742280_1456, duration(ns): 298219260
2017-07-27 18:51:27,655 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742281_1457, duration(ns): 314254318
2017-07-27 18:51:27,960 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742282_1458, duration(ns): 297998502
2017-07-27 18:51:28,281 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742283_1459, duration(ns): 314455461
2017-07-27 18:51:28,584 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742284_1460, duration(ns): 295984350
2017-07-27 18:51:28,912 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742285_1461, duration(ns): 318055280
2017-07-27 18:51:29,204 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742286_1462, duration(ns): 284820377
2017-07-27 18:51:29,493 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742287_1463, duration(ns): 282581524
2017-07-27 18:51:29,818 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742288_1464, duration(ns): 319769395
2017-07-27 18:51:30,129 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742289_1465, duration(ns): 302639750
2017-07-27 18:51:30,415 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742290_1466, duration(ns): 279698925
2017-07-27 18:51:30,709 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742291_1467, duration(ns): 287016616
2017-07-27 18:51:30,997 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742292_1468, duration(ns): 281555646
2017-07-27 18:51:31,290 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742293_1469, duration(ns): 286289080
2017-07-27 18:51:31,578 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742294_1470, duration(ns): 282508917
2017-07-27 18:51:31,868 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742295_1471, duration(ns): 281173575
2017-07-27 18:51:32,154 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742296_1472, duration(ns): 279534344
2017-07-27 18:51:32,446 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742297_1473, duration(ns): 286071451
2017-07-27 18:51:32,735 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742298_1474, duration(ns): 282886424
2017-07-27 18:51:33,024 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742299_1475, duration(ns): 282509643
2017-07-27 18:51:33,310 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742300_1476, duration(ns): 280324940
2017-07-27 18:51:33,602 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742301_1477, duration(ns): 285593043
2017-07-27 18:51:33,907 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742302_1478, duration(ns): 298639102
2017-07-27 18:51:34,202 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742303_1479, duration(ns): 287760398
2017-07-27 18:51:34,488 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742304_1480, duration(ns): 280778496
2017-07-27 18:51:34,790 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742305_1481, duration(ns): 294156507
2017-07-27 18:51:35,093 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742306_1482, duration(ns): 297375757
2017-07-27 18:51:35,397 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742307_1483, duration(ns): 296893874
2017-07-27 18:51:35,696 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742308_1484, duration(ns): 292040955
2017-07-27 18:51:36,008 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742309_1485, duration(ns): 304925055
2017-07-27 18:51:36,321 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742310_1486, duration(ns): 307839235
2017-07-27 18:51:36,618 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742311_1487, duration(ns): 289744283
2017-07-27 18:51:36,906 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742312_1488, duration(ns): 281295267
2017-07-27 18:51:37,193 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742313_1489, duration(ns): 280780525
2017-07-27 18:51:37,477 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742314_1490, duration(ns): 278235746
2017-07-27 18:51:37,772 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742315_1491, duration(ns): 286504512
2017-07-27 18:51:38,063 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742316_1492, duration(ns): 284307474
2017-07-27 18:51:38,353 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742317_1493, duration(ns): 283095530
2017-07-27 18:51:38,639 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742318_1494, duration(ns): 280635139
2017-07-27 18:51:38,962 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742319_1495, duration(ns): 316079784
2017-07-27 18:51:39,284 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742320_1496, duration(ns): 316075778
2017-07-27 18:51:39,592 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742321_1497, duration(ns): 300728581
2017-07-27 18:51:39,880 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742322_1498, duration(ns): 281076466
2017-07-27 18:51:40,173 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742323_1499, duration(ns): 285821196
2017-07-27 18:51:40,461 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742324_1500, duration(ns): 282198342
2017-07-27 18:51:40,766 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742325_1501, duration(ns): 296249811
2017-07-27 18:51:41,077 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742326_1502, duration(ns): 303642381
2017-07-27 18:51:41,394 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742327_1503, duration(ns): 310490507
2017-07-27 18:51:41,702 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742328_1504, duration(ns): 300096380
2017-07-27 18:51:41,988 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742329_1505, duration(ns): 280150498
2017-07-27 18:51:42,274 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742330_1506, duration(ns): 279803944
